pairing_condition,failure_mode_id,k_max,n_items,mu_hat_miss_rate,preferred_decay,delta_aic,p_heterogeneity,rho_v,rho_v_ci_low,rho_v_ci_high,beta_a,beta_b,design_effect_at_k_max,n_eff_at_k_max,blind_spot_mass,blind_spot_ci_low,blind_spot_ci_high,ceiling_p_value,ceiling_detected,odds_law_is_upper_bound,below_odds_law_fraction,fit_warnings,fa_rate_mean,fa_rho_v,fa_always_flag_mass,n_clean_items,k_best_net_equal_weight,k_dagger_net,k_best_mast_operating,fc3_rate,blind_spot_vs_fc3
same_model,FM-3.3,50,40,0.8155,power_in_log_k,1075.054,1.6e-236,0.7303,0.5874,0.8484,0.3012,0.0681,36.783,1.359,0.5401,0.0,0.72,0.185,False,False,0.02,,0.2425,0.8779,0.0,20,21,,21,0.235,no_ceiling_distinguishable_from_zero_comparison_not_meaningful
