failure_mode_id,step,S_before,cand_type,candidate,delta,delta_ci_low,delta_ci_high,unique_catches,denom,delta_fa,rel_cost,V,selected,action
FM-3.2,0,,INIT,mistral7b,0.15,0.0706,0.2907,6,40,0.15,1.33,0.017,True,START
FM-3.2,1,mistral7b,NEW,llama31,0.0294,0.0052,0.1492,1,34,0.0,1.105,-0.0811,True,STOP
FM-3.2,1,mistral7b,NEW,qwen7b,0.0,0.0,0.1015,0,34,0.0588,1.0,-0.1,False,
FM-3.2,1,mistral7b,SCALE,mistral7b,0.0294,0.0052,0.1492,1,34,0.0,1.33,-0.1036,False,
